ShipmentID,SupplierID,OrderDate,ExpectedDelivery,ActualDelivery,Status
SHP07603,SUP074,2024-03-04,2024-03-17,2024-03-16,Delivered
SHP07604,SUP098,2024-05-18,2024-05-29,2024-06-04,Delayed
SHP07605,SUP055,2024-03-05,2024-03-14,2024-03-21,Delayed
SHP07606,SUP072,2024-02-26,2024-03-05,2024-03-08,Delayed
SHP07607,SUP060,2024-05-24,2024-06-06,2024-06-15,Delayed
SHP07608,SUP097,2024-05-04,2024-05-17,2024-05-20,Delayed
SHP07609,SUP006,2024-04-08,2024-04-18,2024-04-26,Delayed
SHP07610,SUP019,2024-01-11,2024-01-23,2024-01-23,Delivered
SHP07611,SUP096,2024-05-09,2024-05-22,2024-05-29,Delayed
SHP07612,SUP027,2024-01-22,2024-02-02,2024-02-08,Delayed
SHP07613,SUP001,2024-06-12,2024-06-22,2024-06-23,Delayed
SHP07614,SUP033,2024-01-12,2024-01-21,2024-01-23,Delayed
SHP07615,SUP040,2024-01-07,2024-01-21,2024-01-21,Delivered
SHP07616,SUP032,2024-04-02,2024-04-16,2024-04-18,Delayed
SHP07617,SUP069,2024-03-22,2024-04-02,2024-04-07,Delayed
SHP07618,SUP017,2024-03-14,2024-03-25,2024-03-30,Delayed
SHP07619,SUP008,2024-04-09,2024-04-20,2024-04-25,Delayed
SHP07620,SUP057,2024-01-17,2024-01-29,2024-02-01,Delayed
SHP07621,SUP042,2024-03-31,2024-04-14,2024-04-12,Delivered
SHP07622,SUP098,2024-03-17,2024-03-30,2024-04-07,Delayed
SHP07623,SUP009,2024-06-11,2024-06-18,2024-06-25,Delayed
SHP07624,SUP087,2024-04-28,2024-05-09,2024-05-18,Delayed
SHP07625,SUP035,2024-06-12,2024-06-22,2024-06-25,Delayed
SHP07626,SUP071,2024-01-07,2024-01-21,2024-01-30,Delayed
SHP07627,SUP079,2024-02-13,2024-02-23,2024-03-02,Delayed
SHP07628,SUP053,2024-05-29,2024-06-07,2024-06-14,Delayed
SHP07629,SUP054,2024-02-24,2024-03-03,2024-03-07,Delayed
SHP07630,SUP084,2024-05-03,2024-05-11,2024-05-17,Delayed
SHP07631,SUP025,2024-04-16,2024-04-23,2024-05-02,Delayed
SHP07632,SUP067,2024-01-15,2024-01-27,2024-02-01,Delayed
SHP07633,SUP062,2024-04-26,2024-05-09,2024-05-17,Delayed
SHP07634,SUP055,2024-02-01,2024-02-13,2024-02-22,Delayed
SHP07635,SUP046,2024-06-22,2024-07-05,2024-07-10,Delayed
SHP07636,SUP024,2024-04-15,2024-04-26,2024-04-30,Delayed
SHP07637,SUP098,2024-06-27,2024-07-11,2024-07-10,Delivered
SHP07638,SUP046,2024-01-08,2024-01-21,2024-01-19,Delivered
SHP07639,SUP022,2024-06-01,2024-06-15,2024-06-14,Delivered
SHP07640,SUP011,2024-03-08,2024-03-15,2024-03-18,Delayed
SHP07641,SUP048,2024-05-08,2024-05-17,2024-05-16,Delivered
SHP07642,SUP008,2024-02-19,2024-02-28,2024-03-06,Delayed
SHP07643,SUP039,2024-02-29,2024-03-08,2024-03-09,Delayed
SHP07644,SUP035,2024-05-12,2024-05-21,2024-05-28,Delayed
SHP07645,SUP049,2024-01-27,2024-02-07,2024-02-07,Delivered
SHP07646,SUP046,2024-03-20,2024-03-30,2024-04-02,Delayed
SHP07647,SUP038,2024-05-30,2024-06-08,2024-06-17,Delayed
SHP07648,SUP008,2024-04-04,2024-04-11,2024-04-20,Delayed
SHP07649,SUP054,2024-01-19,2024-01-30,2024-02-04,Delayed
SHP07650,SUP037,2024-04-10,2024-04-19,2024-04-27,Delayed
SHP07651,SUP091,2024-01-20,2024-02-01,2024-02-04,Delayed
SHP07652,SUP092,2024-03-01,2024-03-14,2024-03-13,Delivered
SHP07653,SUP040,2024-03-30,2024-04-08,2024-04-10,Delayed
SHP07654,SUP034,2024-04-06,2024-04-18,2024-04-26,Delayed
SHP07655,SUP096,2024-04-12,2024-04-23,2024-04-26,Delayed
SHP07656,SUP079,2024-05-10,2024-05-19,2024-05-25,Delayed
SHP07657,SUP017,2024-03-21,2024-04-02,2024-04-05,Delayed
SHP07658,SUP033,2024-03-11,2024-03-21,2024-03-28,Delayed
SHP07659,SUP047,2024-01-12,2024-01-26,2024-01-28,Delayed
SHP07660,SUP052,2024-03-17,2024-03-25,2024-03-23,Delivered
SHP07661,SUP080,2024-02-09,2024-02-20,2024-02-27,Delayed
SHP07662,SUP093,2024-01-26,2024-02-07,2024-02-09,Delayed
SHP07663,SUP009,2024-02-26,2024-03-04,2024-03-06,Delayed
SHP07664,SUP033,2024-03-17,2024-03-31,2024-04-03,Delayed
SHP07665,SUP060,2024-06-26,2024-07-05,2024-07-09,Delayed
SHP07666,SUP093,2024-01-13,2024-01-25,2024-01-26,Delayed
SHP07667,SUP077,2024-06-16,2024-06-30,2024-07-04,Delayed
SHP07668,SUP021,2024-04-06,2024-04-19,2024-04-21,Delayed
SHP07669,SUP058,2024-04-18,2024-05-02,2024-05-05,Delayed
SHP07670,SUP085,2024-03-18,2024-03-30,2024-03-31,Delayed
SHP07671,SUP069,2024-01-05,2024-01-17,2024-01-26,Delayed
SHP07672,SUP010,2024-05-03,2024-05-16,2024-05-21,Delayed
SHP07673,SUP006,2024-01-14,2024-01-22,2024-01-28,Delayed
SHP07674,SUP013,2024-04-25,2024-05-09,2024-05-08,Delivered
SHP07675,SUP065,2024-02-20,2024-03-04,2024-03-13,Delayed
SHP07676,SUP020,2024-02-06,2024-02-19,2024-02-27,Delayed
SHP07677,SUP057,2024-02-08,2024-02-22,2024-02-23,Delayed
SHP07678,SUP046,2024-03-03,2024-03-10,2024-03-18,Delayed
SHP07679,SUP008,2024-06-26,2024-07-09,2024-07-14,Delayed
SHP07680,SUP010,2024-04-27,2024-05-04,2024-05-09,Delayed
SHP07681,SUP073,2024-06-18,2024-06-28,2024-07-04,Delayed
SHP07682,SUP067,2024-06-04,2024-06-18,2024-06-18,Delivered
SHP07683,SUP011,2024-06-02,2024-06-15,2024-06-13,Delivered
SHP07684,SUP012,2024-06-22,2024-06-30,2024-07-06,Delayed
SHP07685,SUP010,2024-06-25,2024-07-08,2024-07-06,Delivered
SHP07686,SUP025,2024-02-08,2024-02-20,2024-02-20,Delivered
SHP07687,SUP049,2024-01-10,2024-01-21,2024-01-21,Delivered
SHP07688,SUP049,2024-05-19,2024-05-27,2024-06-02,Delayed
SHP07689,SUP089,2024-06-13,2024-06-26,2024-06-24,Delivered
SHP07690,SUP011,2024-05-31,2024-06-08,2024-06-12,Delayed
SHP07691,SUP062,2024-03-28,2024-04-11,2024-04-10,Delivered
SHP07692,SUP036,2024-05-30,2024-06-06,2024-06-10,Delayed
SHP07693,SUP039,2024-04-29,2024-05-09,2024-05-07,Delivered
SHP07694,SUP053,2024-01-03,2024-01-13,2024-01-20,Delayed
SHP07695,SUP090,2024-03-25,2024-04-08,2024-04-15,Delayed
SHP07696,SUP078,2024-01-07,2024-01-21,2024-01-26,Delayed
SHP07697,SUP056,2024-02-05,2024-02-13,2024-02-20,Delayed
SHP07698,SUP001,2024-03-10,2024-03-24,2024-03-31,Delayed
SHP07699,SUP056,2024-04-27,2024-05-05,2024-05-04,Delivered
SHP07700,SUP004,2024-01-02,2024-01-16,2024-01-16,Delivered
SHP07701,SUP030,2024-06-19,2024-07-02,2024-07-07,Delayed
SHP07702,SUP012,2024-03-06,2024-03-20,2024-03-20,Delivered
SHP07703,SUP035,2024-02-15,2024-02-24,2024-02-22,Delivered
SHP07704,SUP077,2024-05-31,2024-06-12,2024-06-18,Delayed
SHP07705,SUP052,2024-01-11,2024-01-18,2024-01-23,Delayed
SHP07706,SUP031,2024-03-21,2024-04-02,2024-04-03,Delayed
SHP07707,SUP087,2024-01-17,2024-01-28,2024-02-02,Delayed
SHP07708,SUP068,2024-06-03,2024-06-14,2024-06-16,Delayed
SHP07709,SUP052,2024-06-04,2024-06-14,2024-06-14,Delivered
SHP07710,SUP080,2024-05-08,2024-05-15,2024-05-13,Delivered
SHP07711,SUP007,2024-01-12,2024-01-24,2024-01-31,Delayed
SHP07712,SUP022,2024-04-10,2024-04-20,2024-04-22,Delayed
SHP07713,SUP093,2024-05-29,2024-06-09,2024-06-17,Delayed
SHP07714,SUP075,2024-06-20,2024-06-28,2024-07-01,Delayed
SHP07715,SUP056,2024-06-09,2024-06-16,2024-06-17,Delayed
SHP07716,SUP097,2024-01-25,2024-02-01,2024-02-05,Delayed
SHP07717,SUP058,2024-01-10,2024-01-24,2024-01-24,Delivered
SHP07718,SUP093,2024-03-30,2024-04-13,2024-04-17,Delayed
SHP07719,SUP064,2024-06-04,2024-06-16,2024-06-14,Delivered
SHP07720,SUP012,2024-05-23,2024-06-06,2024-06-10,Delayed
SHP07721,SUP007,2024-02-14,2024-02-28,2024-02-26,Delivered
SHP07722,SUP055,2024-04-09,2024-04-22,2024-04-30,Delayed
SHP07723,SUP062,2024-02-24,2024-03-04,2024-03-02,Delivered
SHP07724,SUP090,2024-04-16,2024-04-28,2024-04-27,Delivered
SHP07725,SUP073,2024-02-04,2024-02-18,2024-02-17,Delivered
SHP07726,SUP098,2024-01-14,2024-01-22,2024-01-23,Delayed
SHP07727,SUP077,2024-05-15,2024-05-28,2024-05-26,Delivered
SHP07728,SUP055,2024-01-15,2024-01-28,2024-01-29,Delayed
SHP07729,SUP036,2024-03-31,2024-04-13,2024-04-12,Delivered
SHP07730,SUP089,2024-04-20,2024-04-28,2024-04-29,Delayed
SHP07731,SUP024,2024-03-05,2024-03-15,2024-03-16,Delayed
SHP07732,SUP044,2024-02-24,2024-03-02,2024-03-08,Delayed
SHP07733,SUP017,2024-05-19,2024-05-29,2024-06-04,Delayed
SHP07734,SUP002,2024-06-21,2024-06-29,2024-06-27,Delivered
SHP07735,SUP013,2024-06-10,2024-06-19,2024-06-21,Delayed
SHP07736,SUP031,2024-03-19,2024-03-26,2024-03-30,Delayed
SHP07737,SUP093,2024-01-29,2024-02-06,2024-02-07,Delayed
SHP07738,SUP028,2024-03-09,2024-03-18,2024-03-27,Delayed
SHP07739,SUP060,2024-01-18,2024-01-30,2024-02-01,Delayed
SHP07740,SUP027,2024-06-09,2024-06-20,2024-06-19,Delivered
SHP07741,SUP015,2024-01-20,2024-02-02,2024-02-02,Delivered
SHP07742,SUP095,2024-06-20,2024-07-04,2024-07-08,Delayed
SHP07743,SUP079,2024-06-19,2024-06-27,2024-07-04,Delayed
SHP07744,SUP033,2024-02-12,2024-02-23,2024-02-27,Delayed
SHP07745,SUP020,2024-04-27,2024-05-07,2024-05-08,Delayed
SHP07746,SUP042,2024-03-02,2024-03-13,2024-03-22,Delayed
SHP07747,SUP012,2024-06-14,2024-06-22,2024-06-20,Delivered
SHP07748,SUP073,2024-05-04,2024-05-15,2024-05-13,Delivered
SHP07749,SUP023,2024-06-01,2024-06-14,2024-06-15,Delayed
SHP07750,SUP072,2024-05-22,2024-05-29,2024-05-30,Delayed
SHP07751,SUP096,2024-01-18,2024-01-26,2024-01-29,Delayed
SHP07752,SUP014,2024-05-02,2024-05-11,2024-05-15,Delayed
SHP07753,SUP091,2024-01-15,2024-01-26,2024-02-01,Delayed
SHP07754,SUP025,2024-01-01,2024-01-08,2024-01-14,Delayed
SHP07755,SUP077,2024-01-29,2024-02-11,2024-02-18,Delayed
SHP07756,SUP085,2024-03-02,2024-03-12,2024-03-21,Delayed
SHP07757,SUP031,2024-05-20,2024-05-30,2024-06-08,Delayed
SHP07758,SUP054,2024-06-12,2024-06-25,2024-06-27,Delayed
SHP07759,SUP005,2024-06-22,2024-07-03,2024-07-10,Delayed
SHP07760,SUP013,2024-06-22,2024-07-02,2024-07-10,Delayed
SHP07761,SUP028,2024-05-31,2024-06-09,2024-06-09,Delivered
SHP07762,SUP043,2024-06-09,2024-06-17,2024-06-17,Delivered
SHP07763,SUP089,2024-01-15,2024-01-22,2024-01-25,Delayed
SHP07764,SUP099,2024-03-31,2024-04-12,2024-04-10,Delivered
SHP07765,SUP047,2024-01-16,2024-01-27,2024-01-31,Delayed
SHP07766,SUP071,2024-04-04,2024-04-14,2024-04-14,Delivered
SHP07767,SUP038,2024-06-19,2024-06-27,2024-06-29,Delayed
SHP07768,SUP096,2024-01-24,2024-02-05,2024-02-09,Delayed
SHP07769,SUP067,2024-03-30,2024-04-08,2024-04-12,Delayed
SHP07770,SUP062,2024-05-23,2024-06-02,2024-06-08,Delayed
SHP07771,SUP039,2024-03-24,2024-04-03,2024-04-01,Delivered
SHP07772,SUP037,2024-06-22,2024-06-29,2024-06-29,Delivered
SHP07773,SUP086,2024-05-07,2024-05-16,2024-05-22,Delayed
SHP07774,SUP008,2024-02-02,2024-02-11,2024-02-16,Delayed
SHP07775,SUP081,2024-04-21,2024-05-02,2024-05-01,Delivered
SHP07776,SUP052,2024-03-05,2024-03-17,2024-03-22,Delayed
SHP07777,SUP091,2024-05-21,2024-05-28,2024-06-02,Delayed
SHP07778,SUP033,2024-05-28,2024-06-08,2024-06-07,Delivered
SHP07779,SUP081,2024-04-16,2024-04-23,2024-04-28,Delayed
SHP07780,SUP042,2024-05-10,2024-05-19,2024-05-19,Delivered
SHP07781,SUP076,2024-02-24,2024-03-02,2024-03-06,Delayed
SHP07782,SUP027,2024-03-31,2024-04-07,2024-04-13,Delayed
SHP07783,SUP008,2024-02-07,2024-02-14,2024-02-15,Delayed
SHP07784,SUP023,2024-06-18,2024-07-02,2024-07-10,Delayed
SHP07785,SUP064,2024-04-05,2024-04-13,2024-04-16,Delayed
SHP07786,SUP093,2024-05-23,2024-05-31,2024-06-06,Delayed
SHP07787,SUP020,2024-03-21,2024-04-02,2024-04-10,Delayed
SHP07788,SUP016,2024-06-04,2024-06-16,2024-06-24,Delayed
SHP07789,SUP017,2024-06-24,2024-07-07,2024-07-09,Delayed
SHP07790,SUP080,2024-06-07,2024-06-16,2024-06-25,Delayed
SHP07791,SUP019,2024-01-28,2024-02-04,2024-02-02,Delivered
SHP07792,SUP008,2024-05-24,2024-06-02,2024-06-02,Delivered
SHP07793,SUP038,2024-02-14,2024-02-22,2024-03-01,Delayed
SHP07794,SUP038,2024-02-20,2024-03-05,2024-03-11,Delayed
SHP07795,SUP053,2024-03-23,2024-03-30,2024-03-30,Delivered
SHP07796,SUP093,2024-04-10,2024-04-21,2024-04-29,Delayed
SHP07797,SUP100,2024-03-30,2024-04-07,2024-04-15,Delayed
SHP07798,SUP090,2024-02-21,2024-02-29,2024-03-07,Delayed
SHP07799,SUP031,2024-05-26,2024-06-03,2024-06-02,Delivered
SHP07800,SUP044,2024-04-28,2024-05-11,2024-05-12,Delayed
SHP07801,SUP060,2024-03-15,2024-03-22,2024-03-24,Delayed
SHP07802,SUP076,2024-05-05,2024-05-17,2024-05-21,Delayed
SHP07803,SUP017,2024-05-04,2024-05-14,2024-05-18,Delayed
SHP07804,SUP079,2024-02-09,2024-02-20,2024-02-26,Delayed
SHP07805,SUP073,2024-01-10,2024-01-21,2024-01-26,Delayed
SHP07806,SUP039,2024-06-04,2024-06-13,2024-06-12,Delivered
SHP07807,SUP042,2024-06-15,2024-06-22,2024-07-01,Delayed
SHP07808,SUP048,2024-02-17,2024-02-29,2024-03-05,Delayed
SHP07809,SUP012,2024-01-24,2024-02-01,2024-02-06,Delayed
SHP07810,SUP096,2024-03-16,2024-03-26,2024-03-28,Delayed
SHP07811,SUP089,2024-05-08,2024-05-15,2024-05-15,Delivered
SHP07812,SUP018,2024-03-26,2024-04-02,2024-04-08,Delayed
SHP07813,SUP079,2024-02-02,2024-02-15,2024-02-24,Delayed
SHP07814,SUP096,2024-06-15,2024-06-27,2024-07-01,Delayed
SHP07815,SUP006,2024-06-03,2024-06-13,2024-06-11,Delivered
SHP07816,SUP043,2024-05-31,2024-06-08,2024-06-13,Delayed
SHP07817,SUP035,2024-06-05,2024-06-12,2024-06-19,Delayed
SHP07818,SUP098,2024-03-06,2024-03-17,2024-03-19,Delayed
SHP07819,SUP054,2024-01-23,2024-02-06,2024-02-09,Delayed
SHP07820,SUP062,2024-04-18,2024-04-29,2024-05-05,Delayed
SHP07821,SUP069,2024-05-09,2024-05-19,2024-05-26,Delayed
SHP07822,SUP082,2024-04-25,2024-05-09,2024-05-14,Delayed
SHP07823,SUP016,2024-03-27,2024-04-04,2024-04-12,Delayed
SHP07824,SUP008,2024-02-05,2024-02-15,2024-02-15,Delivered
SHP07825,SUP089,2024-05-19,2024-05-26,2024-05-28,Delayed
SHP07826,SUP096,2024-05-03,2024-05-16,2024-05-17,Delayed
SHP07827,SUP090,2024-01-28,2024-02-10,2024-02-08,Delivered
SHP07828,SUP086,2024-06-22,2024-07-03,2024-07-05,Delayed
SHP07829,SUP031,2024-06-19,2024-07-02,2024-07-09,Delayed
SHP07830,SUP010,2024-03-30,2024-04-08,2024-04-12,Delayed
SHP07831,SUP056,2024-03-07,2024-03-17,2024-03-15,Delivered
SHP07832,SUP076,2024-03-24,2024-04-06,2024-04-07,Delayed
SHP07833,SUP092,2024-03-07,2024-03-16,2024-03-19,Delayed
SHP07834,SUP070,2024-03-11,2024-03-20,2024-03-28,Delayed
SHP07835,SUP020,2024-01-21,2024-02-02,2024-02-11,Delayed
SHP07836,SUP005,2024-03-01,2024-03-12,2024-03-18,Delayed
SHP07837,SUP023,2024-06-10,2024-06-20,2024-06-28,Delayed
SHP07838,SUP009,2024-05-14,2024-05-23,2024-05-28,Delayed
SHP07839,SUP058,2024-03-04,2024-03-11,2024-03-10,Delivered
SHP07840,SUP059,2024-02-07,2024-02-20,2024-02-28,Delayed
SHP07841,SUP093,2024-06-20,2024-07-02,2024-07-02,Delivered
SHP07842,SUP080,2024-05-16,2024-05-24,2024-05-31,Delayed
SHP07843,SUP054,2024-02-23,2024-03-07,2024-03-09,Delayed
SHP07844,SUP046,2024-01-31,2024-02-13,2024-02-21,Delayed
SHP07845,SUP022,2024-01-04,2024-01-17,2024-01-21,Delayed
SHP07846,SUP064,2024-05-21,2024-06-02,2024-06-02,Delivered
SHP07847,SUP008,2024-04-22,2024-04-30,2024-05-09,Delayed
SHP07848,SUP020,2024-02-04,2024-02-15,2024-02-19,Delayed
SHP07849,SUP051,2024-06-26,2024-07-06,2024-07-08,Delayed
SHP07850,SUP078,2024-01-21,2024-01-31,2024-02-07,Delayed
SHP07851,SUP039,2024-01-21,2024-01-29,2024-02-01,Delayed
SHP07852,SUP037,2024-02-18,2024-03-03,2024-03-06,Delayed
SHP07853,SUP050,2024-02-23,2024-03-07,2024-03-15,Delayed
SHP07854,SUP034,2024-06-07,2024-06-14,2024-06-22,Delayed
SHP07855,SUP075,2024-04-18,2024-04-26,2024-05-05,Delayed
SHP07856,SUP033,2024-04-26,2024-05-04,2024-05-05,Delayed
SHP07857,SUP031,2024-06-26,2024-07-06,2024-07-15,Delayed
SHP07858,SUP054,2024-03-31,2024-04-09,2024-04-14,Delayed
SHP07859,SUP044,2024-05-15,2024-05-22,2024-05-28,Delayed
SHP07860,SUP034,2024-05-25,2024-06-04,2024-06-03,Delivered
SHP07861,SUP071,2024-06-26,2024-07-08,2024-07-14,Delayed
SHP07862,SUP062,2024-02-20,2024-02-28,2024-03-07,Delayed
SHP07863,SUP023,2024-05-24,2024-06-07,2024-06-16,Delayed
SHP07864,SUP046,2024-05-13,2024-05-22,2024-05-23,Delayed
SHP07865,SUP056,2024-01-03,2024-01-10,2024-01-13,Delayed
SHP07866,SUP007,2024-05-13,2024-05-24,2024-05-28,Delayed
SHP07867,SUP089,2024-04-07,2024-04-14,2024-04-15,Delayed
SHP07868,SUP061,2024-05-23,2024-05-30,2024-06-04,Delayed
SHP07869,SUP003,2024-06-09,2024-06-22,2024-06-29,Delayed
SHP07870,SUP038,2024-05-08,2024-05-16,2024-05-21,Delayed
SHP07871,SUP084,2024-04-24,2024-05-02,2024-04-30,Delivered
SHP07872,SUP034,2024-03-22,2024-04-02,2024-04-07,Delayed
SHP07873,SUP044,2024-01-20,2024-01-31,2024-02-07,Delayed
SHP07874,SUP030,2024-03-14,2024-03-25,2024-04-03,Delayed
SHP07875,SUP017,2024-04-22,2024-05-02,2024-05-02,Delivered
SHP07876,SUP059,2024-05-20,2024-05-30,2024-06-01,Delayed
SHP07877,SUP010,2024-03-10,2024-03-18,2024-03-25,Delayed
SHP07878,SUP099,2024-05-03,2024-05-11,2024-05-16,Delayed
SHP07879,SUP084,2024-04-28,2024-05-09,2024-05-17,Delayed
SHP07880,SUP018,2024-02-03,2024-02-13,2024-02-16,Delayed
SHP07881,SUP045,2024-04-21,2024-04-30,2024-05-01,Delayed
SHP07882,SUP091,2024-01-18,2024-01-28,2024-01-29,Delayed
SHP07883,SUP059,2024-02-18,2024-02-26,2024-03-06,Delayed
SHP07884,SUP062,2024-04-30,2024-05-10,2024-05-11,Delayed
SHP07885,SUP059,2024-01-14,2024-01-22,2024-01-25,Delayed
SHP07886,SUP049,2024-04-27,2024-05-08,2024-05-12,Delayed
SHP07887,SUP100,2024-06-07,2024-06-20,2024-06-22,Delayed
SHP07888,SUP063,2024-01-06,2024-01-17,2024-01-24,Delayed
SHP07889,SUP087,2024-04-29,2024-05-10,2024-05-15,Delayed
SHP07890,SUP032,2024-04-02,2024-04-11,2024-04-15,Delayed
SHP07891,SUP010,2024-06-08,2024-06-21,2024-06-26,Delayed
SHP07892,SUP011,2024-02-01,2024-02-10,2024-02-11,Delayed
SHP07893,SUP070,2024-06-19,2024-06-27,2024-07-02,Delayed
SHP07894,SUP062,2024-03-02,2024-03-09,2024-03-12,Delayed
SHP07895,SUP047,2024-02-16,2024-02-28,2024-02-28,Delivered
SHP07896,SUP034,2024-06-14,2024-06-23,2024-06-28,Delayed
SHP07897,SUP100,2024-04-04,2024-04-12,2024-04-16,Delayed
SHP07898,SUP017,2024-03-04,2024-03-17,2024-03-24,Delayed
SHP07899,SUP054,2024-06-03,2024-06-13,2024-06-15,Delayed
SHP07900,SUP076,2024-05-13,2024-05-26,2024-06-03,Delayed
SHP07901,SUP085,2024-03-01,2024-03-12,2024-03-13,Delayed
SHP07902,SUP040,2024-05-02,2024-05-13,2024-05-11,Delivered
SHP07903,SUP019,2024-06-24,2024-07-05,2024-07-12,Delayed
SHP07904,SUP067,2024-02-22,2024-03-01,2024-03-01,Delivered
SHP07905,SUP082,2024-05-20,2024-05-31,2024-05-30,Delivered
SHP07906,SUP053,2024-04-12,2024-04-21,2024-04-26,Delayed
SHP07907,SUP064,2024-01-01,2024-01-11,2024-01-16,Delayed
SHP07908,SUP083,2024-05-15,2024-05-26,2024-06-04,Delayed
SHP07909,SUP047,2024-02-09,2024-02-17,2024-02-19,Delayed
SHP07910,SUP006,2024-03-07,2024-03-17,2024-03-19,Delayed
SHP07911,SUP016,2024-05-16,2024-05-27,2024-06-04,Delayed
SHP07912,SUP072,2024-06-07,2024-06-14,2024-06-15,Delayed
SHP07913,SUP018,2024-05-17,2024-05-31,2024-05-29,Delivered
SHP07914,SUP052,2024-05-02,2024-05-13,2024-05-11,Delivered
SHP07915,SUP048,2024-03-09,2024-03-21,2024-03-24,Delayed
SHP07916,SUP043,2024-04-29,2024-05-12,2024-05-13,Delayed
SHP07917,SUP039,2024-01-29,2024-02-07,2024-02-08,Delayed
SHP07918,SUP049,2024-04-16,2024-04-26,2024-04-26,Delivered
SHP07919,SUP012,2024-01-10,2024-01-19,2024-01-25,Delayed
SHP07920,SUP010,2024-03-10,2024-03-17,2024-03-17,Delivered
SHP07921,SUP071,2024-03-28,2024-04-04,2024-04-09,Delayed
SHP07922,SUP055,2024-01-06,2024-01-18,2024-01-17,Delivered
SHP07923,SUP001,2024-03-06,2024-03-15,2024-03-16,Delayed
SHP07924,SUP049,2024-04-13,2024-04-23,2024-04-21,Delivered
SHP07925,SUP036,2024-04-19,2024-04-26,2024-05-04,Delayed
SHP07926,SUP021,2024-05-24,2024-06-07,2024-06-09,Delayed
SHP07927,SUP037,2024-04-07,2024-04-14,2024-04-13,Delivered
SHP07928,SUP024,2024-02-24,2024-03-06,2024-03-14,Delayed
SHP07929,SUP055,2024-02-19,2024-03-02,2024-02-29,Delivered
SHP07930,SUP025,2024-03-31,2024-04-13,2024-04-11,Delivered
SHP07931,SUP007,2024-02-09,2024-02-17,2024-02-16,Delivered
SHP07932,SUP081,2024-04-05,2024-04-18,2024-04-20,Delayed
SHP07933,SUP093,2024-02-12,2024-02-26,2024-03-06,Delayed
SHP07934,SUP094,2024-04-25,2024-05-08,2024-05-14,Delayed
SHP07935,SUP071,2024-01-27,2024-02-10,2024-02-13,Delayed
SHP07936,SUP097,2024-03-23,2024-03-30,2024-04-08,Delayed
SHP07937,SUP071,2024-03-23,2024-04-02,2024-04-03,Delayed
SHP07938,SUP024,2024-02-17,2024-02-27,2024-02-27,Delivered
SHP07939,SUP011,2024-05-15,2024-05-26,2024-05-31,Delayed
SHP07940,SUP073,2024-06-19,2024-07-03,2024-07-03,Delivered
SHP07941,SUP012,2024-05-31,2024-06-10,2024-06-08,Delivered
SHP07942,SUP035,2024-05-06,2024-05-17,2024-05-18,Delayed
SHP07943,SUP063,2024-05-29,2024-06-05,2024-06-13,Delayed
SHP07944,SUP068,2024-05-14,2024-05-21,2024-05-23,Delayed
SHP07945,SUP100,2024-03-10,2024-03-23,2024-03-25,Delayed
SHP07946,SUP092,2024-05-15,2024-05-22,2024-05-24,Delayed
SHP07947,SUP057,2024-04-29,2024-05-06,2024-05-11,Delayed
SHP07948,SUP013,2024-05-19,2024-06-02,2024-06-07,Delayed
SHP07949,SUP023,2024-04-21,2024-04-29,2024-05-08,Delayed
SHP07950,SUP083,2024-01-09,2024-01-21,2024-01-22,Delayed
SHP07951,SUP039,2024-06-15,2024-06-28,2024-07-04,Delayed
SHP07952,SUP088,2024-01-03,2024-01-16,2024-01-14,Delivered
SHP07953,SUP080,2024-01-09,2024-01-21,2024-01-23,Delayed
SHP07954,SUP097,2024-05-13,2024-05-21,2024-05-23,Delayed
SHP07955,SUP012,2024-06-07,2024-06-14,2024-06-16,Delayed
SHP07956,SUP034,2024-04-14,2024-04-24,2024-04-29,Delayed
SHP07957,SUP071,2024-05-31,2024-06-11,2024-06-17,Delayed
SHP07958,SUP075,2024-05-05,2024-05-18,2024-05-18,Delivered
SHP07959,SUP031,2024-02-12,2024-02-24,2024-03-01,Delayed
SHP07960,SUP093,2024-02-16,2024-02-25,2024-03-04,Delayed
SHP07961,SUP062,2024-02-20,2024-03-02,2024-03-07,Delayed
SHP07962,SUP013,2024-04-05,2024-04-14,2024-04-14,Delivered
SHP07963,SUP031,2024-02-19,2024-02-28,2024-02-27,Delivered
SHP07964,SUP002,2024-04-29,2024-05-13,2024-05-14,Delayed
SHP07965,SUP015,2024-02-29,2024-03-13,2024-03-22,Delayed
SHP07966,SUP057,2024-06-27,2024-07-04,2024-07-03,Delivered
SHP07967,SUP075,2024-04-22,2024-05-06,2024-05-07,Delayed
SHP07968,SUP034,2024-01-11,2024-01-20,2024-01-22,Delayed
SHP07969,SUP068,2024-01-07,2024-01-14,2024-01-13,Delivered
SHP07970,SUP075,2024-06-14,2024-06-22,2024-07-01,Delayed
SHP07971,SUP029,2024-01-26,2024-02-05,2024-02-10,Delayed
SHP07972,SUP066,2024-02-07,2024-02-16,2024-02-14,Delivered
SHP07973,SUP016,2024-04-18,2024-05-01,2024-05-01,Delivered
SHP07974,SUP039,2024-02-10,2024-02-20,2024-02-24,Delayed
SHP07975,SUP077,2024-05-06,2024-05-13,2024-05-20,Delayed
SHP07976,SUP037,2024-03-23,2024-04-01,2024-03-30,Delivered
SHP07977,SUP081,2024-04-20,2024-05-01,2024-05-09,Delayed
SHP07978,SUP021,2024-06-06,2024-06-20,2024-06-19,Delivered
SHP07979,SUP044,2024-05-24,2024-06-06,2024-06-06,Delivered
